ASTM G173-03 Reference Spectra Derived from SMARTS v. 2.9.2
Wvlgth nm,Etr W*m-2*nm-1,Global tilt  W*m-2*nm-1,Direct+circumsolar W*m-2*nm-1
1144.0,5.4501E-01,1.1326E-01,1.0843E-01
1145.0,5.5001E-01,1.4604E-01,1.3976E-01
1146.0,5.5407E-01,1.5764E-01,1.5085E-01
1147.0,5.5408E-01,5.9176E-02,5.6715E-02
1148.0,5.5032E-01,2.7113E-01,2.5898E-01
1149.0,5.4788E-01,2.1854E-01,2.0894E-01
1150.0,5.4623E-01,1.2164E-01,1.1648E-01
1151.0,5.4531E-01,2.0340E-01,1.9453E-01
1152.0,5.4170E-01,2.4762E-01,2.3666E-01
1153.0,5.4308E-01,2.3812E-01,2.2762E-01
1154.0,5.4651E-01,1.4248E-01,1.3643E-01
1155.0,5.4731E-01,3.1316E-01,2.9903E-01
1156.0,5.4022E-01,2.8090E-01,2.6837E-01
1157.0,5.4370E-01,3.1458E-01,3.0040E-01
1158.0,5.4334E-01,3.1171E-01,2.9770E-01
1159.0,5.3548E-01,3.3693E-01,3.2163E-01
1160.0,5.2928E-01,2.8648E-01,2.7371E-01
1161.0,5.1899E-01,3.4753E-01,3.3167E-01
1162.0,5.3336E-01,3.5002E-01,3.3412E-01
1163.0,5.3708E-01,4.6857E-01,4.4644E-01
1164.0,5.2684E-01,4.0188E-01,3.8332E-01
1165.0,5.3482E-01,3.8860E-01,3.7080E-01
1166.0,5.2227E-01,3.7494E-01,3.5781E-01
1167.0,5.2984E-01,4.0996E-01,3.9105E-01
1168.0,5.3415E-01,4.1954E-01,4.0018E-01
1169.0,5.1640E-01,4.2310E-01,4.0348E-01
1170.0,5.2875E-01,4.5873E-01,4.3731E-01
1171.0,5.3074E-01,4.4831E-01,4.2750E-01
1172.0,5.3063E-01,4.5483E-01,4.3370E-01
1173.0,5.2686E-01,4.5642E-01,4.3522E-01
1174.0,5.2760E-01,3.3692E-01,3.2193E-01
1175.0,5.1852E-01,4.5240E-01,4.3142E-01
1176.0,5.1036E-01,4.7679E-01,4.5447E-01
1177.0,5.2296E-01,4.7235E-01,4.5040E-01
1178.0,5.1703E-01,3.6000E-01,3.4391E-01
1179.0,5.1504E-01,4.8371E-01,4.6114E-01
1180.0,5.2199E-01,4.4069E-01,4.2052E-01
1181.0,5.1843E-01,4.5514E-01,4.3423E-01
1182.0,5.1743E-01,3.2318E-01,3.0903E-01
1183.0,4.8821E-01,4.3870E-01,4.1853E-01
1184.0,5.1098E-01,4.1985E-01,4.0083E-01
1185.0,5.1605E-01,4.0741E-01,3.8908E-01
1186.0,5.1519E-01,4.7715E-01,4.5518E-01
1187.0,5.1455E-01,4.5575E-01,4.3494E-01
1188.0,5.1012E-01,3.3504E-01,3.2039E-01
1189.0,4.8402E-01,4.1569E-01,3.9685E-01
1190.0,5.0583E-01,4.6239E-01,4.4124E-01
1191.0,5.1354E-01,4.4660E-01,4.2638E-01
1192.0,5.1175E-01,4.7336E-01,4.5171E-01
1193.0,5.1064E-01,4.5434E-01,4.3370E-01
1194.0,5.1127E-01,4.6890E-01,4.4751E-01
1195.0,5.0592E-01,4.4696E-01,4.2671E-01
1196.0,5.0561E-01,4.3131E-01,4.1188E-01
1197.0,5.0286E-01,4.7715E-01,4.5527E-01
1198.0,4.9217E-01,4.3392E-01,4.1426E-01
1199.0,4.7434E-01,3.6489E-01,3.4869E-01
1200.0,5.0005E-01,4.4825E-01,4.2789E-01
1201.0,5.0579E-01,4.3708E-01,4.1735E-01
1202.0,5.0705E-01,4.3717E-01,4.1743E-01
1203.0,4.8836E-01,4.3409E-01,4.1441E-01
1204.0,4.8696E-01,3.6247E-01,3.4645E-01
1205.0,5.0195E-01,4.3692E-01,4.1714E-01
1206.0,4.9869E-01,4.8086E-01,4.5872E-01
1207.0,5.0143E-01,4.2986E-01,4.1044E-01
1208.0,4.8962E-01,4.3346E-01,4.1379E-01
1209.0,4.6636E-01,4.1428E-01,3.9548E-01
1210.0,4.9225E-01,4.5336E-01,4.3267E-01
1211.0,4.7909E-01,4.2232E-01,4.0319E-01
1212.0,4.9064E-01,4.2489E-01,4.0572E-01
1213.0,4.9190E-01,4.6956E-01,4.4804E-01
1214.0,4.8932E-01,4.3407E-01,4.1443E-01
1215.0,4.9044E-01,4.2780E-01,4.0851E-01
1216.0,4.8878E-01,4.6640E-01,4.4509E-01
1217.0,4.8764E-01,4.5528E-01,4.3457E-01
1218.0,4.8599E-01,4.5934E-01,4.3842E-01
1219.0,4.8234E-01,4.4663E-01,4.2639E-01
1220.0,4.8433E-01,4.5805E-01,4.3724E-01
1221.0,4.8343E-01,4.6531E-01,4.4413E-01
1222.0,4.8133E-01,4.5139E-01,4.3096E-01
1223.0,4.7600E-01,4.4406E-01,4.2400E-01
1224.0,4.8224E-01,4.4808E-01,4.2788E-01
1225.0,4.7925E-01,4.6236E-01,4.4141E-01
1226.0,4.8026E-01,4.6819E-01,4.4696E-01
1227.0,4.6841E-01,4.3304E-01,4.1360E-01
1228.0,4.7443E-01,4.6658E-01,4.4544E-01
1229.0,4.7725E-01,4.6721E-01,4.4608E-01
1230.0,4.7502E-01,4.6003E-01,4.3928E-01
1231.0,4.7425E-01,4.7203E-01,4.5067E-01
1232.0,4.6896E-01,4.6633E-01,4.4525E-01
1233.0,4.7118E-01,4.5397E-01,4.3359E-01
1234.0,4.6946E-01,4.7016E-01,4.4893E-01
1235.0,4.6644E-01,4.6504E-01,4.4409E-01
1236.0,4.6863E-01,4.6908E-01,4.4795E-01
1237.0,4.6790E-01,4.6339E-01,4.4259E-01
1238.0,4.6748E-01,4.6797E-01,4.4694E-01
1239.0,4.6235E-01,4.6272E-01,4.4194E-01
1240.0,4.5968E-01,4.6077E-01,4.4011E-01
1241.0,4.6439E-01,4.6197E-01,4.4130E-01
1242.0,4.6169E-01,4.6247E-01,4.4179E-01
1243.0,4.5655E-01,4.5754E-01,4.3712E-01
1244.0,4.5535E-01,4.5528E-01,4.3499E-01
1245.0,4.5600E-01,4.5655E-01,4.3622E-01
1246.0,4.5875E-01,4.5945E-01,4.3902E-01
1247.0,4.5775E-01,4.5746E-01,4.3715E-01
1248.0,4.6076E-01,4.5860E-01,4.3828E-01
1249.0,4.6013E-01,4.5966E-01,4.3930E-01
1250.0,4.5860E-01,4.5705E-01,4.3684E-01
1251.0,4.5638E-01,4.5258E-01,4.3260E-01
1252.0,4.5195E-01,4.5097E-01,4.3106E-01
1253.0,4.5371E-01,4.4773E-01,4.2803E-01
1254.0,4.5358E-01,4.4363E-01,4.2416E-01
1255.0,4.5304E-01,4.5070E-01,4.3088E-01
1256.0,4.5192E-01,4.4023E-01,4.2096E-01
1257.0,4.4880E-01,4.3532E-01,4.1630E-01
1258.0,4.5116E-01,4.4496E-01,4.2549E-01
1259.0,4.4797E-01,4.2725E-01,4.0868E-01
1260.0,4.5018E-01,4.3110E-01,4.1235E-01
1261.0,4.4925E-01,4.1146E-01,3.9371E-01
1262.0,4.4252E-01,3.9567E-01,3.7867E-01
1263.0,4.4825E-01,4.0019E-01,3.8300E-01
1264.0,4.4198E-01,3.7148E-01,3.5568E-01
1265.0,4.4267E-01,3.9570E-01,3.7871E-01
1266.0,4.4615E-01,3.8527E-01,3.6881E-01
1267.0,4.3912E-01,3.8822E-01,3.7159E-01
1268.0,4.3594E-01,3.7051E-01,3.5475E-01
1269.0,4.4042E-01,2.4652E-01,2.3656E-01
1270.0,4.4212E-01,3.8744E-01,3.7087E-01
1271.0,4.4290E-01,4.0825E-01,3.9062E-01
1272.0,4.4130E-01,4.0879E-01,3.9114E-01
1273.0,4.4084E-01,4.0625E-01,3.8874E-01
1274.0,4.3807E-01,4.0614E-01,3.8864E-01
1275.0,4.4072E-01,4.1233E-01,3.9455E-01
1276.0,4.4192E-01,4.1693E-01,3.9895E-01
1277.0,4.4188E-01,4.2001E-01,4.0191E-01
1278.0,4.4074E-01,4.2763E-01,4.0916E-01
1279.0,4.3795E-01,4.2456E-01,4.0626E-01
1280.0,4.3543E-01,4.2204E-01,4.0387E-01
1281.0,4.2267E-01,4.1335E-01,3.9554E-01
1282.0,3.7589E-01,3.7305E-01,3.5695E-01
1283.0,4.1159E-01,4.0733E-01,3.8978E-01
1284.0,4.2667E-01,4.2078E-01,4.0268E-01
1285.0,4.2909E-01,4.2399E-01,4.0577E-01
1286.0,4.2878E-01,4.2714E-01,4.0878E-01
1287.0,4.3036E-01,4.2213E-01,4.0405E-01
1288.0,4.2684E-01,4.1989E-01,4.0192E-01
1289.0,4.2755E-01,4.0936E-01,3.9194E-01
1290.0,4.1851E-01,4.1285E-01,3.9522E-01
1291.0,4.2159E-01,4.1786E-01,4.0004E-01
1292.0,4.2278E-01,3.9618E-01,3.7946E-01
1293.0,4.2261E-01,4.1257E-01,3.9506E-01
1294.0,4.1615E-01,4.0421E-01,3.8709E-01
1295.0,4.1944E-01,4.0514E-01,3.8801E-01
1296.0,4.1979E-01,3.8957E-01,3.7322E-01
1297.0,4.1718E-01,3.7130E-01,3.5583E-01
1298.0,4.1263E-01,3.9183E-01,3.7536E-01
1299.0,4.1701E-01,4.0852E-01,3.9127E-01
1300.0,4.1537E-01,3.5312E-01,3.3855E-01
1301.0,4.1404E-01,3.6228E-01,3.4728E-01
1302.0,4.0955E-01,3.9181E-01,3.7539E-01
1303.0,4.0768E-01,3.4621E-01,3.3197E-01
1304.0,4.0632E-01,3.0062E-01,2.8849E-01
1305.0,4.1028E-01,3.8382E-01,3.6783E-01
1306.0,4.1039E-01,3.8453E-01,3.6853E-01
1307.0,4.0958E-01,3.0594E-01,2.9362E-01
1308.0,4.0873E-01,3.4696E-01,3.3277E-01
1309.0,4.0907E-01,3.8413E-01,3.6822E-01
1310.0,4.0714E-01,3.0114E-01,2.8908E-01
1311.0,4.0611E-01,3.3366E-01,3.2012E-01
1312.0,4.0315E-01,3.3337E-01,3.1986E-01
1313.0,3.9084E-01,3.1352E-01,3.0089E-01
1314.0,4.0271E-01,2.8833E-01,2.7690E-01
1315.0,3.9162E-01,2.8581E-01,2.7447E-01
1316.0,3.9421E-01,3.2419E-01,3.1113E-01
1317.0,4.0116E-01,3.1217E-01,2.9969E-01
1318.0,3.9547E-01,3.3328E-01,3.1984E-01
1319.0,4.0093E-01,2.6855E-01,2.5803E-01
1320.0,3.9875E-01,2.5872E-01,2.4864E-01
1321.0,3.9545E-01,2.9866E-01,2.8684E-01
1322.0,3.9538E-01,3.0217E-01,2.9023E-01
1323.0,3.9502E-01,2.3279E-01,2.2386E-01
1324.0,3.9516E-01,2.6249E-01,2.5231E-01
1325.0,3.9369E-01,3.2224E-01,3.0943E-01
1326.0,3.9229E-01,2.8051E-01,2.6956E-01
1327.0,3.8877E-01,2.6625E-01,2.5593E-01
1328.0,3.9062E-01,2.3450E-01,2.2555E-01
1329.0,3.7950E-01,1.7759E-01,1.7097E-01
1330.0,3.8548E-01,2.2923E-01,2.2052E-01
1331.0,3.8765E-01,1.4480E-01,1.3951E-01
1332.0,3.7850E-01,1.4579E-01,1.4046E-01
1333.0,3.8699E-01,2.0304E-01,1.9545E-01
1334.0,3.8684E-01,1.6925E-01,1.6302E-01
1335.0,3.8563E-01,2.3117E-01,2.2244E-01
1336.0,3.8231E-01,1.8348E-01,1.7670E-01
1337.0,3.8285E-01,1.6454E-01,1.5852E-01
1338.0,3.8094E-01,1.7804E-01,1.7151E-01
1339.0,3.7570E-01,1.7681E-01,1.7033E-01
1340.0,3.7439E-01,1.6831E-01,1.6216E-01
1341.0,3.8168E-01,1.7039E-01,1.6419E-01
1342.0,3.8020E-01,1.7798E-01,1.7149E-01
1343.0,3.7977E-01,1.2711E-01,1.2259E-01
1344.0,3.7986E-01,7.5645E-02,7.3018E-02
1345.0,3.7953E-01,1.0904E-01,1.0521E-01
1346.0,3.7554E-01,5.8186E-02,5.6189E-02
1347.0,3.7760E-01,6.0119E-02,5.8058E-02
1348.0,3.7664E-01,4.7451E-03,4.5862E-03
1349.0,3.7550E-01,1.6159E-02,1.5617E-02
1350.0,3.7081E-01,1.6025E-02,1.5488E-02
1351.0,3.7167E-01,4.6298E-03,4.4759E-03
1352.0,3.7533E-01,1.5164E-03,1.4661E-03
1353.0,3.7401E-01,9.6096E-05,9.2918E-05
1354.0,3.7294E-01,2.9009E-04,2.8051E-04
1355.0,3.6827E-01,3.6034E-06,3.4847E-06
1356.0,3.6876E-01,4.8070E-05,4.6489E-05
1357.0,3.6439E-01,7.1786E-05,6.9429E-05
1358.0,3.6997E-01,4.1948E-06,4.0575E-06
1359.0,3.6903E-01,7.3439E-07,7.1040E-07
1360.0,3.6464E-01,2.1404E-06,2.0706E-06
1361.0,3.7027E-01,4.8133E-09,4.6566E-09
1362.0,3.6936E-01,1.8076E-11,1.7489E-11
1363.0,3.6185E-01,3.1563E-06,3.0540E-06
1364.0,3.6683E-01,1.3589E-06,1.3150E-06
1365.0,3.6629E-01,9.0764E-12,8.7833E-12
1366.0,3.6592E-01,1.2791E-05,1.2379E-05
1367.0,3.6242E-01,4.9764E-06,4.8161E-06
1368.0,3.6557E-01,1.4810E-13,1.4311E-13
1369.0,3.5886E-01,5.1667E-07,5.0008E-07
1370.0,3.5912E-01,2.9200E-07,2.8266E-07
1371.0,3.5949E-01,1.9731E-08,1.9101E-08
1372.0,3.6313E-01,2.7498E-06,2.6623E-06
1373.0,3.6294E-01,4.4401E-05,4.2991E-05
1374.0,3.6291E-01,1.7917E-04,1.7350E-04
1375.0,3.5749E-01,3.2332E-04,3.1309E-04
1376.0,3.5350E-01,2.5748E-04,2.4935E-04
1377.0,3.5790E-01,1.2270E-04,1.1883E-04
1378.0,3.5652E-01,1.1089E-03,1.0741E-03
1379.0,3.6035E-01,5.2164E-05,5.0533E-05
1380.0,3.5682E-01,8.1587E-05,7.9042E-05
1381.0,3.5784E-01,2.3716E-06,2.2978E-06
1382.0,3.5274E-01,2.5672E-06,2.4874E-06
1383.0,3.5376E-01,4.4017E-08,4.2653E-08
1384.0,3.5594E-01,6.1689E-07,5.9782E-07
1385.0,3.5242E-01,2.0899E-06,2.0255E-06
1386.0,3.5493E-01,2.5215E-06,2.4441E-06
1387.0,3.5136E-01,1.9896E-04,1.9288E-04
1388.0,3.5277E-01,4.0262E-06,3.9037E-06
1389.0,3.5406E-01,5.8098E-04,5.6338E-04
1390.0,3.4736E-01,4.9328E-04,4.7836E-04
1391.0,3.5242E-01,3.4384E-04,3.3345E-04
1392.0,3.5179E-01,2.3782E-05,2.3065E-05
1393.0,3.5008E-01,1.1586E-04,1.1238E-04
1394.0,3.4760E-01,7.5526E-05,7.3268E-05
1395.0,3.4754E-01,6.7136E-07,6.5137E-07
1396.0,3.4943E-01,6.3215E-09,6.1338E-09
1397.0,3.4932E-01,4.9057E-05,4.7605E-05
1398.0,3.4952E-01,1.2704E-03,1.2329E-03
1399.0,3.4886E-01,8.1226E-04,7.8835E-04
1400.0,3.3896E-01,3.2466E-09,3.1513E-09
1401.0,3.3929E-01,1.0528E-08,1.0219E-08
1402.0,3.4411E-01,1.8353E-03,1.7817E-03
1403.0,3.4014E-01,2.3800E-03,2.3108E-03
1404.0,3.4106E-01,7.3892E-04,7.1755E-04
1405.0,3.4012E-01,3.6444E-07,3.5395E-07
1406.0,3.4164E-01,2.0448E-03,1.9861E-03
1407.0,3.4085E-01,1.7457E-04,1.6957E-04
1408.0,3.4007E-01,1.6493E-03,1.6023E-03
1409.0,3.4118E-01,6.1919E-04,6.0159E-04
1410.0,3.4046E-01,4.6653E-04,4.5332E-04
1411.0,3.3767E-01,2.1142E-03,2.0544E-03
1412.0,3.2920E-01,2.6396E-03,2.5650E-03
1413.0,3.3290E-01,2.3353E-02,2.2690E-02
1414.0,3.3704E-01,3.6378E-04,3.5359E-04
1415.0,3.3707E-01,1.8366E-04,1.7854E-04
1416.0,3.3503E-01,3.5565E-02,3.4561E-02
1417.0,3.3748E-01,1.1759E-02,1.1431E-02
1418.0,3.3773E-01,1.3559E-02,1.3182E-02
1419.0,3.3391E-01,2.1442E-03,2.0851E-03
1420.0,3.3270E-01,8.2718E-03,8.0437E-03
1421.0,3.3594E-01,9.1637E-03,8.9117E-03
1422.0,3.2875E-01,4.6314E-02,4.5023E-02
1423.0,3.2884E-01,9.2198E-03,8.9676E-03
1424.0,3.2772E-01,1.6975E-02,1.6511E-02
1425.0,3.3256E-01,2.5850E-02,2.5142E-02
1426.0,3.2306E-01,2.7792E-02,2.7032E-02
1427.0,3.2745E-01,4.9546E-02,4.8180E-02
1428.0,3.3036E-01,4.5588E-03,4.4360E-03
1429.0,3.2347E-01,3.8020E-02,3.6985E-02
1430.0,3.2277E-01,6.1601E-02,5.9912E-02
1431.0,3.2421E-01,5.0156E-02,4.8792E-02
1432.0,3.3114E-01,2.5194E-03,2.4524E-03
1433.0,3.3067E-01,3.5834E-02,3.4870E-02
1434.0,3.2509E-01,2.0962E-02,2.0403E-02
1435.0,3.2731E-01,2.1416E-02,2.0847E-02
1436.0,3.2662E-01,3.8351E-02,3.7326E-02
1437.0,3.2786E-01,2.9880E-02,2.9085E-02
1438.0,3.2601E-01,1.3263E-02,1.2913E-02
1439.0,3.2856E-01,5.1039E-02,4.9672E-02
1440.0,3.1269E-01,3.9601E-02,3.8547E-02
1441.0,3.1695E-01,3.1800E-02,3.0959E-02
1442.0,3.1584E-01,3.6317E-02,3.5356E-02
1443.0,3.1780E-01,4.5063E-02,4.3868E-02
1444.0,3.1911E-01,6.1791E-02,6.0143E-02
1445.0,3.1929E-01,4.9751E-02,4.8434E-02
1446.0,3.2135E-01,2.3095E-02,2.2492E-02
1447.0,3.1760E-01,3.6215E-02,3.5265E-02
1448.0,3.2096E-01,1.1569E-01,1.1254E-01
1449.0,3.2026E-01,1.0213E-01,9.9374E-02
1450.0,3.1774E-01,2.7412E-02,2.6699E-02
1451.0,3.1367E-01,1.1271E-02,1.0980E-02
1452.0,3.1355E-01,6.2361E-02,6.0718E-02
1453.0,3.1539E-01,8.1978E-02,7.9803E-02
1454.0,3.1282E-01,1.3759E-01,1.3384E-01
1455.0,3.1210E-01,6.6150E-02,6.4409E-02
1456.0,3.0956E-01,8.8509E-02,8.6158E-02
1457.0,3.1241E-01,1.1700E-01,1.1386E-01
1458.0,3.1612E-01,1.3643E-01,1.3273E-01
1459.0,3.1746E-01,1.6307E-01,1.5860E-01
1460.0,3.1367E-01,8.5421E-02,8.3161E-02
1461.0,3.1308E-01,9.0276E-02,8.7886E-02
1462.0,3.1018E-01,1.3060E-01,1.2708E-01
1463.0,3.0823E-01,4.3225E-02,4.2106E-02
1464.0,3.0820E-01,1.5184E-01,1.4770E-01
1465.0,3.1158E-01,9.3383E-02,9.0911E-02
1466.0,3.0696E-01,6.5197E-02,6.3498E-02
1467.0,3.1322E-01,3.6054E-02,3.5128E-02
1468.0,3.0750E-01,7.6942E-02,7.4928E-02
1469.0,3.1201E-01,9.4845E-02,9.2344E-02
1470.0,3.1010E-01,4.9678E-02,4.8397E-02
1471.0,3.0414E-01,1.7848E-02,1.7394E-02
1472.0,3.0581E-01,4.6771E-02,4.5566E-02
1473.0,3.0552E-01,7.0198E-02,6.8368E-02
1474.0,2.9705E-01,9.7339E-02,9.4765E-02
1475.0,3.0349E-01,1.8463E-01,1.7954E-01
1476.0,3.0369E-01,6.8778E-02,6.6987E-02
1477.0,3.0250E-01,6.9736E-02,6.7916E-02
1478.0,3.0228E-01,6.3480E-02,6.1825E-02
1479.0,3.0461E-01,1.2001E-01,1.1680E-01
1480.0,3.0626E-01,6.0637E-02,5.9063E-02
1481.0,3.0179E-01,1.1529E-01,1.1221E-01
1482.0,3.0462E-01,5.8490E-02,5.6967E-02
1483.0,2.9813E-01,1.4859E-01,1.4454E-01
1484.0,3.0172E-01,1.3747E-01,1.3375E-01
1485.0,3.0607E-01,1.2503E-01,1.2168E-01
1486.0,3.0168E-01,1.2340E-01,1.2008E-01
1487.0,2.9989E-01,6.0629E-02,5.9042E-02
1488.0,2.6525E-01,9.4180E-02,9.1654E-02
1489.0,2.9910E-01,1.8973E-01,1.8443E-01
1490.0,3.0093E-01,1.7478E-01,1.6993E-01
1491.0,3.0175E-01,1.9778E-01,1.9222E-01
1492.0,2.9773E-01,1.6441E-01,1.5986E-01
1493.0,3.0200E-01,1.8157E-01,1.7651E-01
1494.0,3.0190E-01,2.0367E-01,1.9794E-01
1495.0,3.0074E-01,1.8253E-01,1.7745E-01
1496.0,2.9140E-01,1.6852E-01,1.6385E-01
1497.0,2.9684E-01,2.2850E-01,2.2198E-01
1498.0,2.9946E-01,1.8968E-01,1.8437E-01
1499.0,2.9528E-01,2.1759E-01,2.1141E-01
1500.0,3.0077E-01,2.5061E-01,2.4339E-01
1501.0,2.9990E-01,2.6552E-01,2.5782E-01
1502.0,2.9743E-01,2.3356E-01,2.2688E-01
1503.0,2.6920E-01,1.8493E-01,1.7972E-01
1504.0,2.8319E-01,1.6029E-01,1.5586E-01
1505.0,2.7149E-01,1.8402E-01,1.7885E-01
1506.0,2.8367E-01,2.5773E-01,2.5026E-01
1507.0,2.9376E-01,2.5514E-01,2.4779E-01
1508.0,2.9028E-01,2.4302E-01,2.3606E-01
1509.0,2.8805E-01,1.8690E-01,1.8169E-01
1510.0,2.9394E-01,2.7052E-01,2.6269E-01
1511.0,2.9446E-01,2.6474E-01,2.5710E-01
1512.0,2.8845E-01,2.6068E-01,2.5315E-01
1513.0,2.8729E-01,2.4239E-01,2.3544E-01
1514.0,2.8500E-01,2.2571E-01,2.1930E-01
1515.0,2.8807E-01,2.6573E-01,2.5804E-01
1516.0,2.8720E-01,2.5683E-01,2.4943E-01
1517.0,2.8526E-01,2.4929E-01,2.4214E-01
1518.0,2.8970E-01,2.5211E-01,2.4489E-01
1519.0,2.8495E-01,2.4437E-01,2.3739E-01
1520.0,2.8786E-01,2.6450E-01,2.5688E-01
1521.0,2.8083E-01,2.7505E-01,2.6707E-01
1522.0,2.8031E-01,2.6378E-01,2.5617E-01
1523.0,2.8448E-01,2.8004E-01,2.7192E-01
1524.0,2.8460E-01,2.7539E-01,2.6743E-01
1525.0,2.7846E-01,2.5884E-01,2.5140E-01
1526.0,2.8596E-01,2.6745E-01,2.5977E-01
1527.0,2.8297E-01,2.6220E-01,2.5468E-01
1528.0,2.8490E-01,2.7928E-01,2.7122E-01
1529.0,2.8290E-01,2.7244E-01,2.6460E-01
1530.0,2.6731E-01,2.5522E-01,2.4789E-01
1531.0,2.8272E-01,2.6973E-01,2.6200E-01
1532.0,2.8263E-01,2.7839E-01,2.7039E-01
1533.0,2.8041E-01,2.7714E-01,2.6918E-01
1534.0,2.7543E-01,2.6892E-01,2.6122E-01
1535.0,2.7754E-01,2.6686E-01,2.5924E-01
1536.0,2.8058E-01,2.7464E-01,2.6679E-01
1537.0,2.8096E-01,2.7336E-01,2.6558E-01
1538.0,2.7338E-01,2.7202E-01,2.6427E-01
1539.0,2.7808E-01,2.7295E-01,2.6519E-01
1540.0,2.6857E-01,2.6491E-01,2.5737E-01
1541.0,2.7297E-01,2.6904E-01,2.6141E-01
1542.0,2.7536E-01,2.6927E-01,2.6165E-01
1543.0,2.7499E-01,2.7208E-01,2.6439E-01
1544.0,2.7716E-01,2.7210E-01,2.6443E-01
1545.0,2.7768E-01,2.7705E-01,2.6922E-01
1546.0,2.7722E-01,2.7481E-01,2.6705E-01
1547.0,2.7354E-01,2.7309E-01,2.6537E-01
1548.0,2.6698E-01,2.6675E-01,2.5920E-01
1549.0,2.7267E-01,2.7342E-01,2.6568E-01
1550.0,2.6961E-01,2.6990E-01,2.6226E-01
1551.0,2.7075E-01,2.7058E-01,2.6293E-01
1552.0,2.7400E-01,2.7182E-01,2.6415E-01
1553.0,2.7090E-01,2.7132E-01,2.6366E-01
1554.0,2.6495E-01,2.6474E-01,2.5727E-01
1555.0,2.6712E-01,2.6759E-01,2.6005E-01
1556.0,2.6292E-01,2.6310E-01,2.5569E-01
1557.0,2.7013E-01,2.7062E-01,2.6301E-01
1558.0,2.6805E-01,2.6848E-01,2.6093E-01
1559.0,2.6780E-01,2.6808E-01,2.6054E-01
1560.0,2.6546E-01,2.6568E-01,2.5821E-01
1561.0,2.6968E-01,2.7002E-01,2.6242E-01
1562.0,2.6833E-01,2.6756E-01,2.6003E-01
1563.0,2.6688E-01,2.6667E-01,2.5917E-01
1564.0,2.6307E-01,2.6264E-01,2.5525E-01
1565.0,2.6682E-01,2.6728E-01,2.5975E-01
1566.0,2.6262E-01,2.6245E-01,2.5506E-01
1567.0,2.6352E-01,2.6308E-01,2.5566E-01
1568.0,2.6042E-01,2.5722E-01,2.4997E-01
1569.0,2.6275E-01,2.5452E-01,2.4736E-01
1570.0,2.6068E-01,2.4175E-01,2.3497E-01
1571.0,2.6668E-01,2.3507E-01,2.2850E-01
1572.0,2.6694E-01,2.3775E-01,2.3108E-01
1573.0,2.6344E-01,2.3407E-01,2.2750E-01
1574.0,2.6221E-01,2.4145E-01,2.3464E-01
1575.0,2.4738E-01,2.3974E-01,2.3294E-01
1576.0,2.6031E-01,2.4678E-01,2.3980E-01
1577.0,2.3690E-01,2.1602E-01,2.0994E-01
1578.0,2.5723E-01,2.3516E-01,2.2854E-01
1579.0,2.6167E-01,2.3672E-01,2.3005E-01
1580.0,2.6381E-01,2.4464E-01,2.3772E-01
1581.0,2.6483E-01,2.4870E-01,2.4165E-01
1582.0,2.5412E-01,2.4195E-01,2.3508E-01
1583.0,2.5771E-01,2.4755E-01,2.4051E-01
1584.0,2.5449E-01,2.4904E-01,2.4194E-01
1585.0,2.6198E-01,2.5874E-01,2.5135E-01
1586.0,2.5817E-01,2.5569E-01,2.4838E-01
1587.0,2.5492E-01,2.5303E-01,2.4579E-01
1588.0,2.5048E-01,2.5107E-01,2.4388E-01
1589.0,2.3152E-01,2.3233E-01,2.2567E-01
1590.0,2.4154E-01,2.4179E-01,2.3486E-01
1591.0,2.4132E-01,2.4197E-01,2.3503E-01
1592.0,2.5286E-01,2.5225E-01,2.4502E-01
1593.0,2.5751E-01,2.5833E-01,2.5092E-01
1594.0,2.5643E-01,2.5624E-01,2.4890E-01
1595.0,2.5765E-01,2.5823E-01,2.5083E-01
1596.0,2.4452E-01,2.4452E-01,2.3751E-01
1597.0,2.4854E-01,2.4692E-01,2.3985E-01
1598.0,2.5629E-01,2.5421E-01,2.4693E-01
1599.0,2.4977E-01,2.4202E-01,2.3511E-01
1600.0,2.5259E-01,2.3810E-01,2.3133E-01
1601.0,2.4494E-01,2.2323E-01,2.1691E-01
1602.0,2.4857E-01,2.2413E-01,2.1780E-01
1603.0,2.4901E-01,2.2397E-01,2.1765E-01
1604.0,2.5002E-01,2.2842E-01,2.2197E-01
1605.0,2.4703E-01,2.3683E-01,2.3010E-01
1606.0,2.4748E-01,2.4140E-01,2.3453E-01
1607.0,2.4544E-01,2.3296E-01,2.2637E-01
1608.0,2.4999E-01,2.2990E-01,2.2343E-01
1609.0,2.4858E-01,2.2727E-01,2.2088E-01
1610.0,2.3312E-01,2.1760E-01,2.1146E-01
1611.0,2.4078E-01,2.2680E-01,2.2039E-01
1612.0,2.4125E-01,2.3076E-01,2.2422E-01
1613.0,2.4581E-01,2.3719E-01,2.3047E-01
1614.0,2.4350E-01,2.3838E-01,2.3162E-01
1615.0,2.4434E-01,2.4104E-01,2.3420E-01
1616.0,2.3248E-01,2.3050E-01,2.2395E-01
1617.0,2.3644E-01,2.3465E-01,2.2798E-01
1618.0,2.4415E-01,2.4352E-01,2.3660E-01
1619.0,2.4224E-01,2.4100E-01,2.3415E-01
1620.0,2.3407E-01,2.3449E-01,2.2783E-01
1621.0,2.3386E-01,2.3430E-01,2.2765E-01
1622.0,2.3702E-01,2.3754E-01,2.3081E-01
